Week,1
Week,4
10/2/2011,1:00 PM,"DET","DAL",-1,"Fav","DET","DET","DET","DET",,34,30,-4,"Away","Week 4","W","L","Week 4",,,,,,,,,,,,,,,,,,,,,,,,"Week 4","W","W","W","W","Week 4",0,"",0,"",0,"",0,"",1,"W","Week 4",1,"W",1,"W",1,"W",1,"W",1,"W",1,"W","Week 4","","L","","","","","","","","","","","","W","","","","","","","","","","","","","","","","","","","Week 4"
10/2/2011,1:00 PM,"CAR","CHI",-7,"Fav","CAR","CAR","CAR","CAR",,29,34,5,"Home",,"W","L",,"Weekly Stats",,,,,,,,,,,,,,,,,,,,,,,,"W","W","W","W",,0,"",0,"",0,"",0,"",1,"W",,1,"W",1,"W",1,"W",1,"W",1,"W",1,"W",,"","","","","","W","","","","","","","","","","L","","","","","","","","","","","","","","","","",
10/2/2011,1:00 PM,"BUF","CIN",3,"Dog","BUF","BUF","BUF","BUF",,20,23,3,"Home",,"L","W",,"David",,,,,,"Pinto",,,,,,"Nic",,,,,,"Nick",,,,,,"L","L","L","L",,0,"",0,"",0,"",0,"",1,"L",,1,"L",1,"L",1,"L",1,"L",1,"L",1,"L",,"","","","","","","","","","","","","","","","","","","","L","","","","","","","","","","","","W",
10/2/2011,1:00 PM,"TEN","CLE",-1,"Fav","TEN","TEN","TEN","TEN",,31,13,-18,"Away",,"W","L",,9,"-",7,"-",0,,7,"-",9,"-",0,,9,"-",7,"-",0,,9,"-",7,"-",0,,"W","W","W","W",,0,"",0,"",0,"",0,"",1,"W",,1,"W",1,"W",1,"W",1,"W",1,"W",1,"W",,"","","","","","","","","","","","","","","","","","","","","","","W","","","","","","","","L","",
10/2/2011,1:00 PM,"MIN","KC",2,"Dog","KC","MIN","MIN","MIN",,17,22,5,"Home",,"L","W",,,,,,,,,,,,,,,,,,,,,,,,,,"W","L","L","L",,1,"W",0,"",0,"",0,"",0,"",,0,"",0,"",0,"",1,"L",1,"L",1,"L",,"","","","","","","","","","","","","","","L","","","","","","","","","","W","","","","","","","",
10/2/2011,1:00 PM,"WAS","STL",0,"Dog","STL","WAS","WAS","WAS",,17,10,-7,"Away",,"W","L",,"Cummulative Stats",,,,,,,,,,,,,,,,,,,,,,,,"L","W","W","W",,1,"L",0,"",0,"",0,"",0,"",,0,"",0,"",0,"",1,"W",1,"W",1,"W",,"","","W","","","","","","","","L","","","","","","","","","","","","","","","","","","","","","",
10/2/2011,1:00 PM,"NO","JAC",8,"Dog","NO","NO","NO","JAC",,23,10,-13,"Away",,"W","L",,"David",,,,,,"Pinto",,,,,,"Nic",,,,,,"Nick",,,,,,"W","W","W","L",,0,"",0,"",0,"",1,"L",0,"",,1,"W",1,"W",0,"",1,"W",0,"",0,"",,"","","","","W","","","","","","","","","","","","","","","","","","","L","","","","","","","","",
10/2/2011,1:00 PM,"PIT","HOU",-4,"Fav","PIT","HOU","PIT","PIT",,10,17,7,"Home",,"L","W",,32,"-",30,"-",2,,32,"-",30,"-",2,,30,"-",32,"-",2,,34,"-",28,"-",2,,"L","W","L","L",,0,"",1,"W",0,"",0,"",0,"",,0,"",1,"L",1,"L",0,"",0,"",1,"L",,"","","","","","","","","","","","","","","","","","","","","","W","","","","","","","L","","","",
10/2/2011,4:05 PM,"SF","PHL",0,"Dog","PHI","PHI","PHI","PHI",,24,23,-1,"Away",,"W","L",,51.61%,,,,,,51.61%,,,,,,48.39%,,,,,,54.84%,,,,,,"L","L","L","L",,0,"",0,"",0,"",0,"",1,"L",,1,"L",1,"L",1,"L",1,"L",1,"L",1,"L",,"","","","L","","","","","","","","W","","","","","","","","","","","","","","","","","","","","",
10/2/2011,4:15 PM,"NYG","AZ",1,"Dog","NYG","AZ","AZ","AZ",,31,27,-4,"Away",,"W","L",,,,,,,,,,,,,,,,,,,,,,,,,,"W","L","L","L",,1,"W",0,"",0,"",0,"",0,"",,0,"",0,"",0,"",1,"L",1,"L",1,"L",,"W","","","","","","","","L","","","","","","","","","","","","","","","","","","","","","","","",
10/2/2011,4:15 PM,"ATL","SEA",6,"Dog","ATL","ATL","SEA","SEA",,30,28,-2,"Away",,"L","W",,"Games over 500",,,,,,,,,,,,,,,,,,,,,,,,"L","L","W","W",,0,"",0,"",0,"",0,"",0,"",,1,"L",0,"",0,"",0,"",0,"",1,"W",,"","","","","","","","L","","W","","","","","","","","","","","","","","","","","","","","","","",
10/2/2011,4:15 PM,"MIA","SD",-9,"Fav","MIA","MIA","MIA","MIA",,16,26,10,"Home",,"L","W",,"Week",,2,,,,-2,,,,,,2,,,,,,2,,,,,,"L","L","L","L",,0,"",0,"",0,"",0,"",1,"L",,1,"L",1,"L",1,"L",1,"L",1,"L",1,"L",,"","","","","","","","","","","","","","","","","","L","","","","","","","","","W","","","","","",
10/2/2011,4:15 PM,"NE","OAK",5,"Dog","NE","OAK","NE","NE",,31,19,-12,"Away",,"W","L",,"Season",,2,,,,2,,,,,,-2,,,,,,6,,,,,,"W","L","W","W",,0,"",1,"L",0,"",0,"",0,"",,0,"",1,"W",1,"W",0,"",0,"",1,"W",,"","","","","","","","","","","","","","","","","W","","","","","","","","","","","L","","","","",
